id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5314113,City Centre Stylish Seaside Townhouse,26048716,Rercy,,Dublin City,53.33875,-6.23884,Entire home/apt,750,4,37,2024-12-16,0.35,1,67,7,
5337567,Duplex Penthouse with Skyline Views in the City,47395128,Stephen,,Dublin City,53.35135,-6.24822,Entire home/apt,302,2,457,2025-02-28,3.75,1,255,60,
5458089,Restored Georgian Room Close to Heart of Dublin,11013512,Benjamin,,Dublin City,53.32844,-6.25069,Private room,101,2,450,2025-02-09,3.84,2,30,45,
5474251,Cozy Apartment in town Dublin,27522788,Gino Paolo,,Dublin City,53.35155,-6.27098,Private room,,1,0,,,1,0,0,
5577135,2 bedroom cottage in Ranelagh.,15560030,Matthew,,Dublin City,53.32341597043154,-6.248729872961294,Entire home/apt,95,1,27,2025-02-18,0.87,1,111,15,
5580328,"Superb Temple Bar, City Apartment1",12036741,Micheál,,Dublin City,53.34435,-6.27018,Entire home/apt,99,14,394,2024-11-11,3.24,19,96,1,
5624357,5 MINS train to Dublin City Centre,29104012,Micheal,,Dublin City,53.32813,-6.21572,Private room,49,1,193,2020-03-16,1.59,1,64,0,
5656305,Studio flat,29317081,John,,Dublin City,53.36374,-6.25532,Private room,85,1,827,2025-02-11,7.04,2,48,66,
5671611,Cosy Home-Sleeps 10 -City 15 mins walk/Tram 2 Mins,200189,Simon,,Dublin City,53.35561,-6.27192,Entire home/apt,,2,282,2025-03-02,2.65,4,0,63,
5696906,Large cozy single room,6782586,Mary,,Dublin City,53.32498,-6.25387,Private room,66,3,273,2025-02-03,2.30,2,295,29,
5710121,Stunning Redbrick Period Property in an Old Residential Area,29607907,Karen,,Dublin City,53.31579,-6.27226,Entire home/apt,,4,167,2021-09-06,1.40,1,0,0,
5740851,Double Spacious & Bright Room in North Dublin home,29054079,Jennifer,,Dublin City,53.4033,-6.15698,Private room,90,1,2,2024-05-25,0.17,1,153,2,
5746728,Stylish Georgian home in Rathmines,29808402,Cathy,,Dublin City,53.31873,-6.27304,Entire home/apt,,3,49,2024-08-26,0.41,1,0,3,
7892233,Comfy house easy access to centre,13771877,Kevin,,Dublin City,53.31633,-6.26212,Private room,34,2,42,2024-11-20,0.36,1,131,7,
7914345,Drimnagh - 2 Bedrooms,7069462,Micheal,,Dublin City,53.33197,-6.32468,Entire home/apt,190,3,78,2024-08-24,0.67,17,339,9,
8003265,Martello Tower Sutton,42252601,Mary,,Fingal,53.37636,-6.10116,Entire home/apt,310,2,88,2025-02-05,0.78,1,244,17,
8080563,Clonsilla Dublin 15 - 5 Bedrooms,7069462,Micheal,,Fingal,53.38315,-6.41383,Entire home/apt,409,2,285,2024-12-29,2.51,17,237,47,
8081530,Bright 3-Bed Detached Home,8078445,Kate,,Dn Laoghaire-Rathdown,53.30211514977,-6.264762583090931,Entire home/apt,,3,4,2024-05-19,0.37,1,0,4,
8095360,Modern City Centre Home With Great Outdoor Space!,37170238,Patrick,,Dublin City,53.35515,-6.23646,Entire home/apt,,2,42,2024-04-28,1.29,1,0,3,
8097974,Dublin City Center Apartment,42762271,Sarah,,Dublin City,53.34804,-6.24427,Private room,171,6,27,2023-10-05,0.26,1,263,0,
8196103,Most Central Riverside Hideaway,22799276,Colman,,Dublin City,53.3463,-6.26701,Entire home/apt,,5,227,2025-01-28,1.98,1,0,19,
8224514,Spacious Single Bedroom,39466580,Sharon,,South Dublin,53.2829,-6.45473,Private room,90,1,57,2024-09-15,0.50,2,351,4,
8286998,central location,1838069,Wojciech & Robert,,Dublin City,53.33806,-6.29303,Private room,68,2,631,2025-03-03,5.47,1,203,75,
8352687,Smithfield Stoneybatter Dublin 7,7069462,Micheal,,Dublin City,53.35008,-6.28147,Entire home/apt,178,5,155,2024-12-08,1.36,17,341,8,
8377038,Single Room in beautiful large home,38635813,Margaret,,Dublin City,53.37762,-6.17104,Private room,69,2,156,2024-11-17,1.35,2,81,23,
8380582,Lovely home near Dun Laoghaire and sandycove,44165424,Miriam,,Dn Laoghaire-Rathdown,53.28582,-6.12059,Private room,45,3,97,2024-09-12,1.03,2,59,2,
8381293,SOUTH CITY - Comfy & Creative Home in Foodie Area,44087607,Natalie,,Dublin City,53.3317,-6.26554,Private room,129,2,282,2025-02-16,3.52,1,101,45,
8381482,"Grand Canal Apartment, Dublin 2",8175527,Gearoid,,Dublin City,53.3396,-6.2416,Entire home/apt,133,3,370,2025-02-14,4.02,1,34,43,
8425181,"Rathmines, Dublin 6, two-bedroom apartment",25237503,Paul,,Dublin City,53.31953,-6.26626,Entire home/apt,161,3,110,2017-12-11,0.98,1,33,0,
8446604,2 bed Apt City Centre,44471479,Marie,,Dublin City,53.33118,-6.26322,Entire home/apt,229,6,129,2024-12-27,1.12,4,74,12,
8522094,"Double Room - ParkWest Business Park, Dublin 12",1130726,Paulo,,Dublin City,53.33176,-6.37656,Private room,79,1,101,2024-09-30,0.88,1,64,4,
8527908,Bright apartment with Aviva view,12656489,Elif,,Dublin City,53.3402296,-6.2257879,Private room,192,1,0,,,1,89,0,
8543762,2 Bedroom: Early Check In/Late Check Out Possible,43072533,Dave,,Dublin City,53.33705822775701,-6.2831779947023545,Entire home/apt,193,2,67,2018-08-28,0.58,2,310,0,
8550046,Large  House Georgian Quarter,44856361,Fehin,,Dublin City,53.33906,-6.24152,Entire home/apt,250,22,148,2024-11-01,1.29,2,143,2,
8559817,❤ GIRLS ONLY comfy single room North of Dublin ❤,45053876,Arturo,,Fingal,53.39647,-6.37737,Private room,62,1,314,2025-02-21,2.74,2,30,24,
8643994,Easy going house close to the city,38734956,Sharron,,Dublin City,53.38593,-6.19559,Private room,44,3,97,2025-03-06,1.17,2,54,24,
8650923,"Double room en suite hunterswood, cool apartment",45467883,James,,South Dublin,53.27115,-6.33199,Private room,51,3,20,2025-01-19,0.24,1,59,2,
8731351,In the heart of City Centre Modern style apartment,11976922,Juliana,,Dublin City,53.35387,-6.25993,Entire home/apt,126,15,64,2024-10-31,0.62,4,231,18,
8748836,Your City Centre Base - Retro Home,5580678,Lex,,Dublin City,53.33428,-6.26587,Private room,,5,3,2016-08-05,0.03,5,0,0,
8754292,Habitación con vistas a la ciudad,45821297,Julio Cesar,,Dublin City,53.34574266226021,-6.236434355378151,Private room,177,3,0,,,1,266,0,
8806790,Cosy 2 Bed House in Dun Laoghaire South Dublin,45885233,Christine,,Dn Laoghaire-Rathdown,53.28486,-6.14971,Entire home/apt,130,4,86,2024-10-18,0.77,1,7,8,
8864614,1 Bedroom with King bed in refurbished townhouse,2615565,Ronan,,Dublin City,53.35932,-6.24341,Private room,50,16,74,2025-01-19,2.19,5,75,5,
9003802,"Luxury oasis, only minutes walk to city centre.",36790457,Daniel,,Dublin City,53.32523,-6.2437,Entire home/apt,350,14,237,2024-11-24,2.10,8,0,16,
9038493,Waterfront Interior Designed  Luxurious Apartment,27891126,Bernard,,Dublin City,53.34404,-6.23626,Entire home/apt,315,3,90,2024-09-06,0.79,1,262,1,
9044749,Clonsilla D15 - Studio,7069462,Micheal,,Fingal,53.38315,-6.41383,Entire home/apt,124,3,18,2023-08-28,0.17,17,78,0,
9057244,Cosy Apartment 20 minute drive to the airport,19626195,Andrea,,Fingal,53.36831,-6.37299,Entire home/apt,,7,71,2024-08-30,0.64,1,0,3,
9111307,"Large Luxury Architect Designed House,Sleeps 13/15",200189,Simon,,Dublin City,53.37833,-6.26803,Entire home/apt,466,2,132,2024-11-22,1.16,4,204,32,
9122936,Double room very spacious private shower wi-fi.,38635813,Margaret,,Dublin City,53.37957587319908,-6.170369608239015,Private room,86,2,188,2024-10-27,1.72,2,111,27,
9160181,Superb S/C Garden Flat in Dalkey/Killiney Villa,14050810,Ronan And Edel,,Dn Laoghaire-Rathdown,53.27096,-6.12009,Entire home/apt,131,2,434,2025-03-01,3.87,1,209,48,
9192255,Comfy City Center Room,24059527,Dean,,Dublin City,53.34439,-6.27806,Private room,,2,235,2019-11-03,2.07,1,0,0,
9254452,Bright comfy room in a period home. 10 mins 2 city,9465902,Emily,,Dublin City,53.36693,-6.21806,Private room,83,2,48,2024-07-22,0.43,2,47,7,
9293644,Trinity College Riverside - Dublin 2,48252225,Conor,,Dublin City,53.3463,-6.24836,Entire home/apt,119,70,48,2025-01-01,0.42,1,298,2,
9298254,Chic and cosy apt by Guinness Store,25682541,Christian,,Dublin City,53.34354,-6.28665,Entire home/apt,89,30,281,2025-03-02,2.48,4,233,4,
9366403,A beautiful airy room with a garden view,48599639,Helen,,Dn Laoghaire-Rathdown,53.28524,-6.13649,Private room,127,2,204,2024-10-07,1.99,1,6,14,
9449373,Charming Victorian Townhouse,13176208,Tara,,Dublin City,53.3674,-6.24907,Entire home/apt,,2,106,2024-08-26,1.06,1,0,5,
9470721,Room in apartment close to Phoenix Park,49068951,Jason,,Dublin City,53.34475,-6.30717,Private room,67,3,415,2025-02-24,3.69,1,1,24,
9511541,double bedroom in city centre,49285632,Teresa,,Dublin City,53.35638,-6.26493,Private room,68,5,257,2025-02-16,2.29,5,32,28,
9573310,4 bedroom seaside cottage in Dublin,49558188,Dervilla,,Dn Laoghaire-Rathdown,53.30925,-6.19846,Entire home/apt,,5,10,2022-08-20,0.09,1,0,0,
9612987,Private Room by the city centre,49735769,Paula,,Dublin City,53.35129,-6.24466,Private room,100,3,45,2023-09-26,0.41,1,81,0,
9687503,Amazing en-suite double Bedroom,11241174,Kyle,,Dublin City,53.33588,-6.27474,Private room,,2,234,2024-10-08,2.08,2,0,22,
9691645,Modern Apartment With Great View,11241174,Kyle,,Dublin City,53.33577,-6.27505,Entire home/apt,,2,24,2023-01-02,0.23,2,0,0,
9730671,Private secure detached flat.,47884767,Marie,,Dublin City,53.32183,-6.20942,Entire home/apt,83,1,786,2025-03-05,6.98,1,180,108,
9791712,Private 1 Bed Apartment Near City Next to TrainStn,6518465,Peter,,Dublin City,53.32863,-6.22111,Entire home/apt,131,1,105,2024-12-09,0.94,2,23,27,
9876106,*GREAT LOCATION*SUPER 2BED APARTMENT*FAST WIFI &TV,31284582,Paul,,Dublin City,53.33149,-6.26411,Entire home/apt,257,14,318,2025-02-16,2.83,80,30,15,
9892682,Stylish 3-Bed Penthouse in Silicon Docks,30561562,John,,Dublin City,53.341,-6.23687,Entire home/apt,330,3,184,2024-07-29,1.67,3,275,6,
9901340,"Gracious period house , city centre",21376980,Petra,,Dublin City,53.3445,-6.24187,Entire home/apt,817,4,91,2024-08-25,0.86,1,59,3,
9919222,Cosy Apartment,50995968,Denis,,Dublin City,53.36014,-6.27729,Entire home/apt,,2,447,2025-02-20,4.05,1,6,51,
10007690,Period Home in Dublin 9,51403970,Teresa,,Dublin City,53.37214,-6.2521,Entire home/apt,514,2,43,2025-02-26,2.27,1,209,30,
10035766,"Apartment in the Heart of Dublin ,Best Location",17742485,Ann,,Dublin City,53.34969,-6.25881,Entire home/apt,191,1,44,2025-02-06,0.40,1,158,20,
10146203,Clonsilla Dublin 15 - 4 Bedrooms,7069462,Micheal,,Fingal,53.38321,-6.41385,Entire home/apt,345,2,163,2025-02-11,1.49,17,321,21,
10269677,Top Apartment Georgian Quarter,44856361,Fehin,,Dublin City,53.33882,-6.24343,Entire home/apt,150,22,112,2024-10-19,1.01,2,0,2,
10399510,"Double bedroom, modern complex by airport/DCU/city",36409148,Bernadette,,Dublin City,53.38156,-6.29104,Private room,65,4,70,2024-11-25,0.64,2,0,33,
10473846,Tasteful 2 bdroom apt on Dalkey/Killiney Hill.,48519631,Geraldine,,Dn Laoghaire-Rathdown,53.26998,-6.11596,Entire home/apt,225,4,65,2025-01-31,0.60,1,0,10,
10582874,CENTRAlL DUBLiN  CITY Apartment Smithfield,28534443,Joe,,Dublin City,53.34898,-6.28053,Entire home/apt,195,3,245,2025-01-04,2.25,6,0,34,
10652332,Lovely family home with big garden,55009510,Natasha,,Dublin City,53.37368,-6.20208,Entire home/apt,343,7,27,2023-08-05,0.25,1,358,0,
10676358,3 Bedroom Townhouse Close to Dublin City Centre,24012187,John,,Dublin City,53.35498,-6.2686,Entire home/apt,395,2,244,2025-03-04,2.29,1,196,48,
10703610,Easy Dreams,48231419,Helena,,Dn Laoghaire-Rathdown,53.28893855474062,-6.257419533388936,Private room,69,2,166,2025-01-19,1.53,2,86,35,
10992300,"ROOM IN PEACEFUL, DESIGNER TOWNHOUSE",18593320,Win,,Dublin City,53.33395,-6.24521,Private room,86,4,38,2024-10-09,0.41,1,349,7,
11008133,The Printhouse - City Centre Apt,57122700,Enda,,Dublin City,53.34311,-6.24969,Entire home/apt,,300,151,2019-09-01,1.38,1,67,0,
11056503,Victorian House Clontarf  with Sea Views,57385503,Siobhan,,Dublin City,53.3619,-6.21493,Private room,150,2,141,2024-09-01,1.29,2,236,7,
11080303,"Amazing studio - city ctr 10 min, Phoenix Pk 8 min",1557844,Liam And Fiona,,Dublin City,53.35708,-6.29112,Entire home/apt,75,2,81,2025-02-02,0.74,8,156,2,
11131579,Victorian House Beside Sea,57385503,Siobhan,,Dublin City,53.36372,-6.2146,Private room,95,2,216,2024-10-26,1.96,2,193,19,
11132012,Quiet Waterfront Apartment,1663570,Stuart,,Dublin City,53.344231,-6.236468,Entire home/apt,117,21,7,2025-01-12,0.26,2,0,1,
11137294,Double Room En suite,57877399,Mark,,Dublin City,53.34733,-6.28939,Private room,133,1,30,2024-04-26,0.28,4,9,1,
11197200,Double Room in Georgian house,25963264,Senan,,Dublin City,53.33096,-6.25204,Private room,90,60,7,2024-12-23,0.09,7,219,2,
11211533,City Garden Apartment 1 Bedroom,5580678,Lex,,Dublin City,53.33385,-6.26623,Entire home/apt,255,15,89,2024-10-05,0.83,5,320,3,
11278756,Camden Row Period Hse (1 double bedroom) BnB only,35324357,Susan,,Dublin City,53.33716,-6.26883,Private room,135,2,470,2025-02-02,4.29,2,143,49,
11310913,Central Dublin Smithfield Mkt 2 Bed,7069462,Micheal,,Dublin City,53.3477,-6.27885,Entire home/apt,353,2,144,2024-09-22,1.36,17,1,13,
11384110,We are nice family!,59703606,Paula,,Dublin City,53.31764,-6.27892,Private room,63,1,0,,,1,360,0,
11412823,New Modern Cosy 40sqm(430sqft) Detached Flat,59920509,Clark,,Dublin City,53.37494,-6.17423,Entire home/apt,78,21,202,2023-07-12,1.85,5,51,0,
11425524,Own door Airbnb top rated 2 bed apt + free parking,23658985,Fíona And Philip,,Dublin City,53.32277,-6.23029,Entire home/apt,179,21,132,2025-02-15,1.22,2,146,8,
11431700,Cosy Home by the Sea,9194961,Alison,,Dn Laoghaire-Rathdown,53.28800317965714,-6.121621967044982,Entire home/apt,285,5,1,2024-12-27,0.42,1,46,1,
11448467,Georgian Apartment. City Center,41902728,Everina,,Dublin City,53.33508,-6.26679,Entire home/apt,220,4,253,2024-08-15,2.32,2,54,9,
11502727,Studio apartment  Grand Canal Dock,18801526,Carmel,,Dublin City,53.34115,-6.23671,Entire home/apt,90,15,159,2025-02-08,1.46,2,36,1,
11587490,"St Patrick Cathedral: Bright, Modern Flat",21449442,Marco,,Dublin City,53.33929,-6.27528,Entire home/apt,89,24,164,2025-02-22,1.50,1,30,7,
14083738,Best and cozy private bedroom City Centre-Emerald,62406189,Kleyton,,Dublin City,53.347337645317396,-6.254783644227726,Private room,107,2,122,2025-02-17,4.12,4,0,45,
14132419,Apt #1 - Unbeatable City Centre Location!,85268177,Sadia & Dee,,Dublin City,53.34443,-6.26572,Entire home/apt,136,3,671,2025-02-15,6.41,5,140,96,
14158442,Big double private bed room in city centre,65585752,Zaya And Bama,,Dublin City,53.3408,-6.27603,Private room,90,1,128,2025-02-16,1.22,2,1,57,
14185013,"2 Bed Sandymount Home near Aviva, 3 Arena & RDS",85959380,Joan & Leo,,Dublin City,53.33503,-6.2221,Entire home/apt,295,5,18,2024-09-27,0.17,2,28,4,
14190413,Perfect City Centre Apartment for solo traveller,21766320,Mark,,Dublin City,53.34566,-6.28166,Private room,67,3,210,2025-03-03,2.02,1,343,27,
14192979,Family Home  near beach & airport,86062024,Darragh,,Fingal,53.44358,-6.19952,Entire home/apt,,4,7,2024-08-31,0.07,1,0,3,
14247139,Peaceful Mews house  in Ballsbridge Dublin.,78662531,Coibhe,,Dublin City,53.33406,-6.2372,Entire home/apt,383,14,3,2024-12-30,0.42,1,90,3,
14256959,"Own Entrance Garden Suite Near RDS, Aviva & 3Arena",85959380,Joan & Leo,,Dublin City,53.33496,-6.2207,Entire home/apt,122,1,487,2025-03-02,4.73,2,226,89,
14257475,Detty’s Cottage.,91612149,Eileen,,Dublin City,53.34322,-6.36697,Entire home/apt,89,2,72,2025-02-16,0.69,1,262,45,
14316826,Private room with Private Bathroom,9084049,Jose&Vadym,,Dublin City,53.33825,-6.29216,Private room,91,4,132,2025-03-04,1.37,2,157,66,
14339083,Cosy cottage close to seafront,64642029,Maura,,Dublin City,53.36056,-6.19075,Entire home/apt,105,15,154,2025-01-25,1.61,1,62,10,
14367732,Upscale Relaxing Apartment in Inner City Center,526772,Liam,,Dublin City,53.34828,-6.27819,Entire home/apt,170,2,548,2025-03-01,5.29,18,232,60,
14370506,Two bedroom Docklands Apartment.,75897053,Sean,,Dublin City,53.34286,-6.23695,Entire home/apt,309,1,331,2025-02-22,3.19,3,35,51,
5754964,Lovely period home walk to town!,29854526,Helen,,Dublin City,53.33274,-6.28232,Private room,91,2,60,2019-07-07,0.50,1,98,0,
5771135,Restored Period Georgian Flat in D2,29939964,Sarah,,Dublin City,53.33478,-6.25262,Entire home/apt,,15,17,2018-08-15,0.14,1,0,0,
5790359,Three bedroom home near the sea,9045392,Caroo,,Fingal,53.58445,-6.12797,Entire home/apt,125,2,105,2024-11-18,0.88,1,167,14,
5871701,Attractive 4 bed house near Phoenix park.,30488544,Paul,,Dublin City,53.36795,-6.30309,Entire home/apt,405,5,17,2025-01-03,0.14,1,85,3,
5887717,Trinity College & Temple Bar Apartment,483439255,Rocio,,Dublin City,53.34567201643392,-6.251355819404125,Entire home/apt,136,2,368,2025-02-17,3.05,3,119,44,
5889864,Large Comfortable Single Bedroom,22839200,Senan,,Fingal,53.36997,-6.39398,Private room,80,1,0,,,1,1,0,
5893248,Magnificient Views over Dublin Mountains - slps 2,1557844,Liam And Fiona,,Dublin City,53.35699,-6.29095,Entire home/apt,79,2,246,2025-02-15,2.05,8,149,35,
5931145,The Oscar Wilde studio for 2  - city ctr 10 min,1557844,Liam And Fiona,,Dublin City,53.35678,-6.29138,Entire home/apt,75,2,200,2025-02-02,1.67,8,173,15,
5946473,Lovely period house great location walk to city.,20775957,Linda,,Dublin City,53.37036,-6.25075,Private room,100,3,271,2025-02-28,2.27,1,280,35,
6010530,Luxurious King sized bedroom Dublin,31201926,Julie,,Fingal,53.49084,-6.15453,Private room,72,1,10,2024-08-31,0.09,1,2,5,
6027743,**WORK REMOTELY FROM THIS APARTMENT**GREAT LOCATION NEAR TRINITY COLLEGE  AT MERRION SQUARE,31284582,Paul,,Dublin City,53.33738,-6.24092,Entire home/apt,239,14,334,2025-01-26,2.78,80,139,21,
6070630,"Docklands, Room in shared Flat with Private Bath",5723799,Antonio,,Dublin City,53.34289,-6.23894,Private room,73,2,7,2024-11-10,1.08,2,16,7,
6097160,"Cottage ,,",2937299,Mary,,Dublin City,53.35856,-6.17581,Entire home/apt,480,2,189,2025-03-07,1.58,1,210,31,
6118304,Dublin City centre-Room to Rent,6995339,Emer,,Dublin City,53.3617,-6.25024,Private room,71,1,156,2025-01-26,1.30,1,0,3,
6179782,House in Dalkey Village,32054973,Rory,,Dn Laoghaire-Rathdown,53.27897,-6.11325,Entire home/apt,293,3,29,2024-07-21,0.25,2,6,3,
6181296,"The Laurels, peaceful,quiet oasis",32061719,Jonathan,,Dublin City,53.3109,-6.29004,Private room,72,1,1,2024-03-17,0.08,1,64,1,
6267817,Lucyswell B&B Dublin 9,32572408,Weldon,,Dublin City,53.38433,-6.22945,Private room,75,1,26,2024-09-04,0.22,1,350,3,
6283612,Dublin Seaside bright One Bedroom Apartment,32663745,Jennifer,,Fingal,53.41835,-6.14369,Entire home/apt,101,2,27,2024-10-09,0.34,1,29,9,
6290081,Large Luxury Penthouse in the City.,2133795,Carmel,,Dublin City,53.33687,-6.27574,Entire home/apt,775,3,114,2025-01-04,0.96,1,204,14,
6294418,Charming victorian redbrick cottage,18760480,Barbara,,Dublin City,53.35435,-6.26904,Entire home/apt,,3,326,2024-09-10,2.74,1,0,28,
6309046,Recently Renovated Victorian House,30325866,Marcus,,Dublin City,53.33593,-6.22864,Entire home/apt,400,7,25,2024-08-19,0.24,1,103,3,
6315741,3 Bed sleeps 5. 5 minutes from Dublin Airport.,32858659,Jay,,Fingal,53.44345,-6.23187,Entire home/apt,225,3,0,,,1,78,0,
6347315,Light filled spacious family home,7996626,Fiona,,Dublin City,53.3393,-6.3307,Entire home/apt,338,2,35,2024-08-18,0.30,1,350,3,
6348110,Large double room in Castleknock,33067422,Ciara,,Fingal,53.38504,-6.38342,Private room,,3,33,2024-05-30,0.28,2,0,2,
6385487,Beautiful self-contained city centre apartment!,32682471,John,,Dublin City,53.35105880542923,-6.26476988196373,Entire home/apt,118,7,142,2024-12-08,1.19,1,0,7,
6397569,"2 bed house, 4kms from city centre",19111459,Michelle,,Dublin City,53.32344,-6.29847,Entire home/apt,,4,25,2024-09-01,0.21,2,0,4,
6406867,Charming Georgian Studio,33415852,Dorota,,Dublin City,53.3568,-6.27016,Entire home/apt,77,2,313,2020-03-13,2.63,2,0,0,
6441501,"Private twin room, 15mins cycle to city",19111459,Michelle,,Dublin City,53.32305,-6.29941,Private room,,3,1,2015-05-26,0.01,2,0,0,
6448254,"Malahide,  close to Airport, close to the Sea",32275630,Michele,,Fingal,53.4476,-6.17971,Private room,56,2,26,2025-01-22,0.22,1,29,8,
6457068,Skerries luxury Apt  ( Best for long stay rates ),32885583,Jamie,,Fingal,53.57573,-6.10436,Entire home/apt,124,28,174,2023-08-31,1.47,1,346,0,
6465408,"Private en-suite room, own entrance",33747491,Maeve/Tom,,Dublin City,53.33052,-6.29095,Entire home/apt,,3,198,2024-09-09,1.67,1,5,19,
6524937,Home in Dublin 6,16540492,Geraldine,,Dublin City,53.32767,-6.25687,Entire home/apt,,5,0,,,1,0,0,
6550308,Funky Studio & Sauna in Dublin 8 close to centre,34260787,Maud,,Dublin City,53.33343,-6.28154,Entire home/apt,97,3,294,2025-03-03,2.47,1,161,40,
